,Index,data,labels
1818,3086,"""Are we going to see it eventually?""",0
1819,1507,right now the window.closed event for desktop fires both for minimization and for closing events.,0
1820,2638,"""It is just few lines of code but useful since content with some header is present everywhere in the UI.""",0
1821,972_3,"""This will stay until the parent types in their password.""",0
1822,1694,OS information is not included at all on the 'Usage' page.,0
1823,3559,"""For me it is perfectly acceptable to request access to them so they are still under control but I do not want to create a company account for this.""",0
1824,2216,A previous uservoice API to control screen brightness https://wpdev.uservoice.com/forums/110705-universal-windows-platform/suggestions/2359006-api-to-control-screen-brightness was marked closed after Creators update with Brightness control being introduced.,0
1825,765_2,"""I think only software update require..""",0
1826,1319_15,"""I am from Russia, and bing don't work here.""",0
1827,213,"""What would I do?""",0
1828,1818,Since you can correctly hide ListBoxItems I'm considering this a bug.,0
1829,1032_3,"""Providing the same scrolling in the Silverlight/WinRT textbox would definitely improve the user experience.""",0
1830,0_2006,"""Same for debugging webpage;""",0
1831,1664_2,"""or to identify amount of network transfer.""",0
1832,687_10,"""Just like on desktop IE.""",0
1833,3788,"""Linked to GitHub https://github.com/Microsoft/UWPCommunityToolkit/issues/821""",0
1834,665_1,"""Sometimes the Store gives the wrong wp7 xap version of my app to Windows Phone 8 users.""",0
1835,1831,There must be a bug some place in the framework.,0
1836,1429,"""But getting or setting the content doesn't work if the app is in background or unfocused.""",0
1837,0_2143,"""However, if you manually Google what the standard format for feeds is with Wordpress and try out ?""",0
1838,744_3,"""On my Devices i set the UI to english but want to___ more""",0
1839,1479_8,"""This would enable apps like Skype to work in background and show incoming call nobtification.""",0
1840,2949,"""Natively supported transition effects between one media and another""",0
1841,2730,"""Interestingly Apps wrapped with Desktop Bridge do not have to use .NET Native.""",0
1842,1744_1,"""The ListBox and MultiSelectList destroys and creates controls while scrolling up and down.""",0
1843,1508,I understand this is done because of the multiplatform support but it just makes desktop apps with multiple Windows harder 5o manage so please.,0
1844,2507,next what I need to do ?,0
1845,1558_6,"""This way we can pass the entire SongCollection object to the MediaPlayer.Play() method, and providing we don't stop the MediaPlayer, the entire playlist will continue to play despite other foreground applications running.""",0
1846,782_3,"""(I've also posted it over at the WP Community site, too.)""",0
1847,1746_2,"""Windows Phone is an amazing media consumption device, and bringing audiobooks back into the Zune fold would make it that much better.""",0
1848,2714,For some notes on the investigation see https://github.com/Catel/Catel/issues/1066,0
1849,2737,When using a company Store account with associated developer accounts its presently not possible for the developers to raise support issues for Store problems.,0
1850,0_1338,"""I generate a majority of my Google Reader RSS content from manually set up Google Alerts (by setting up Google keyword searches and selecting ""Deliver to: Google Reader"").""",0
1851,1680_1,"""Disclaimer: the above link is my own site.""",0
1852,1242,I think that it is the problem of baseimage and KB4057144.,0
1853,0_1673,"""When I send it from other similar tools like Mr Reader, it comes across as an article and without the extra content from the website.""",0
1854,792_10,"""This means I can't use GSM service codes in a dialler app, e.g.""",0
1855,1769_9,"""Since Microsoft haven't introduced a native C++ SDK for WP7 Please create a PC emulator in C# for WP7.""",0
1856,1117,"""Hyper-V isolation has benefits but also has many drawbacks such as resource allocation performance as well as stability.""",0
1857,0_934,"""on the taskbar setting in the item hide taskbar wish I could ask for the task bar appears only when the CTRL button is pressed and so when I use windows and want the bar to appear as well as position the mouse where she is hides the CTRL button must be pressed""",0
1858,0_1424,"""Thank you!""""",0
1859,847_4,"""8.1, German localization""",0
1860,667_13,"""Wait for 15-20 minutes and switch on the mobile again.""",0
1861,0_853,"""It is needed when displaying text on pictures.""",0
1862,928,Hello I am new to the forum so I apologize if this is not in the incorrect area to post this.,0
1863,664_2,"""Some of my users will still receive the old xap version of my app.""",0
1864,797_1,"""At the very least, if IAPs are removed from the app and deleted from the dev account, the app should become transferable.""",0
1865,814_11,"""What else could be important is that I've set additional security code (so I've got two codes, first for SIM card and second my own internal code which should be typed after a long time of phone inactivity).""",0
1866,0_62,"""For example, suppose you wanted to color a US map by probability of each electoral district voting a certain way.""",0
1867,896_15,"""I understand there may be some issues with language etc.""",0
1868,1080,"""The following page https://www.visualstudio.com/vs/preview/ does not work in IE.""",0
1869,0_628,"""Today I have run into a problem with ComboBox control.





The issue can be easily reproduced: I have two rows and two columns.





Left column takes as much space as possible and I place the ComboBox into the right column.





I populate the ComboBox with a few items and run the app.





I maximize the window, open the ComboBox popup (selection menu), minimize and I see the popup moved to the middle of the window.""""""""",0
1870,1456,"""2) This limit appears to be arbitrary and not on par with other platforms (iOS / Android / Mac OSX).""",0
1871,0_338,"""Thirdly, in-store apps are going to create all kinds of nightmares for us in dealing with IT departments that want to lock down app store usage.""",0
1872,1358_3,"""Instagram.""",0
1873,0_398,"""For the 2nd time, I used another OS to go to my Win 10 desktop to delete the file.""",0
1874,0_1947,"""When I search for emi ito illustration or the website, www.emiitoillustration.com, nothing comes up.""",0
1875,0_182,"""The lack of Reflection.Emit in UWP significantly impacts the ability of developers to create clean, AAA-compliant unit tests in an MVVM environment (the recommended architecture for building UWP apps).


""",0
1876,0_642,"""First time I am considering leaving the MS echo system.""",0
1877,2508,"""The DirectManipulationCompleted event of the ScrollViewer fires too late - it only gets called when the animation of the scrolling finishes.""",0
1878,865_2,"""the podcast app in windows phone 8.1- if I stop a podcast and start another, the bookmark for the previous podcast goes away and I have to search to find where I left off on the first podcast.""",0
1879,3614,"""I didnât find the option.""",0
1880,1685_3,"""Being able to call a group of friends directly and start a conference without doing it manualy, one contact after another, using the new group feature in mango""",0
1881,1415_3,"""In html if you align text to the right, then its size is reduced.""",0
1882,2766,""" The problem I found is that it currently shows a UI dialog asking for current loged in user credentials confirmation.""",0
1883,0_404,"""It keeps hanging after I login.""",0
1884,0_829,"""A an ability to the emulator that can emulate a bad data connection so we can discover performance problems before our clients receive it.""",0
1885,889_3,"""Silverlight is enabled, etc""",0
1886,976,"""FileSavePicker just returns a StorageFile class for the file name and extension.""",0
1887,1692_1,"""It isn't useful for several intersting application.""",0
1888,3210,"""The WebProxy property does not seem to have an impact on Windows 10 systems.""",0
1889,0_203,"""The description has the words """"planner"""", """"Financial Planner"""" and most term one would associate with an app whose sole purpose is to provide financial planning.""",0
1890,0_416,"""2, More events support for WebView: for example, gesture support 3, Allowing third-party Apps to processing the network input/output, like handling CSS/Javascript files/image files/stream files.""",0
1891,6984,Therefore there should be no problem with installing scripts directly to the shared project using Bower instead of installing two copies of the same script to two different projects.,0
1892,3449,"""This enumeration is mainly used with AppBarButton like as <AppBarButton Icon=Smile/>.""",0
1893,1228_8,"""Any application that might want to back-up contact/appointments (and thus would need to differentiate between entities via a unique identifier) cannot exist.""",0
1894,0_108,"""However with the new dashboard this is the only information that is provided on the dashboard.""",0
1895,0_159,"""The WrapGrid makes it possible to display a fully adaptable UI since as the container gets narrower on small screens everything can still be seen.""",0
1896,958,I have a driver causing a memory leak.,0
1897,917_3,"""Contract this with the Windows Phone world, where we tell you we want trial mode, but we have to track the number of days since install, whether the user has purchased,___ more""",0
1898,3638,"""Store the folder containing the file wont exceed the limit as fast as storing each file in the FutureAccessList.""",0
1899,1032_12,"""Currently when using WriteableBitmap or decoding image data you have to do that on the UI thread.""",0
1900,1047,The smartcard functionality however which is based on a .net standard 2.0 library fails to work (https://github.com/danm-de/pcsc-sharp),0
1901,168,"""The ApplicationViewMode CompactOverlay (also known as Picture-in-Picture Mini-Mode or Always-on-top) for UWP apps has a maximum window size which seems to be a square with sides of approximately half screen height.""",0
1902,4049,"""We have a uwp in the store and a desktop companion app.""",0
1903,819,Delete all Universal Windows Platform,0
1904,1010_1,"""This can allow the phone to be used as a secondary display or project the screen contents on for example Push2TV devices or Widi Receivers""",0
1905,0_2052,"""Flipboard has a awesome way of doing it (but your RSS management is far better !)""",0
1906,3744,"""However once a user launch the main app ui and close it appservice is also terminated (because both shared same process).""",0
1907,858_10,"""At present I have to manually record when I change the price, as there appears to be no way to track this in the dev portal, which seems strange given all the other info that is provided in the exported Excel file.""",0
1908,1809_10,"""in a general aviation (or commercial) aircraft where cell phones do not work well [it is illegal to use in any case] and also in isolated rural areas.""",0
1909,0_1868,"""might have to check to see if they have its data into it.""""",0
1910,678,"""Not having these APIs means I cannot as a developer make an app that uses the Surface touch screen to control music software.""",0
1911,0_1862,"""Would be most appreciated!""",0
1912,1141,"""Using Microsoft gift cards as developer account registration fee.""",0
1913,835,"""I have a Windows 10 notebook with a second screen.""",0
1914,3052,"""I don't want to use a File Picker or XAML.""",0
1915,1669_2,"""I think there is much people who havent got credit card, and can't pay for the games.""",0
1916,1012,I'm not a developer.,0
1917,951,"""My country Maldives isnt listed in Aure sign up.""",0
1918,798,"""a CustomMapTileDataSource with the bing maps layer disabled using MapStyle=None MapTileSource Layer=BackgroundReplacement) you still get the (C) Microsoft Corporation watermark which is now flat out wrong.""",0
1919,3274,"""It could save us (developers) a lot of time.""",0
1920,1663_1,"""Currently,we can CREATE/UPDATE a ShellTile using a ShellTileData,but can not to get ShellTileData from an existing ShellTile.""",0
1921,1893,"""However when using the result in a Drag+Drop or Clipboard operation Windows Explorer errors out with 0x80004002 No such interface supportedâ.""",0
1922,1253,The sandbox nonsense has to go.,0
1923,1490,(In addition per (1) above a lock of some kind is needed).,0
1924,7300,That way when I paste I still have the other files in memory to paste elsewhere.,0
1925,1480,In other words the class is not complete because normal use of it requires wrapping it in additional code.,0
1926,0_2167,"""when I click the icon it just says no unread articles where it used to show lots of articles I could open in new tabs.""",0
1927,1618,"""App tested is WebView Release.""",0
1928,1510,"""A good web example can be found here""",0
1929,1356_3,"""Is it possible?""",0
1930,3431,"""Our desktop application displays a dialog using the GetOpenFileName API function access to the Network Drive may fail.""",0
1931,872_1,"""and then launch the calendar.""",0
1932,1791,Buffer overrun while writing to 'm_pDACL': the writable size is 'pDACL->AclSize' bytes but '8' bytes might be written.,0
1933,1715,The specified wildcard character pattern is not valid: [.exe,0
1934,792_6,"""I Have problems with Contact class on Windows 8.1 and WindowsPhone 8.1 With this code: var p = new Windows.ApplicationModel.Contacts.ContactPicker(); p.DesiredFieldsWithContactFieldType.Add(Windows.ApplicationModel.Contacts.ContactFieldType.Email); IList<Windows.ApplicationModel.Contacts.Contact> contacts = await p.PickContactsAsync(); if (contacts.Count > 0) { foreach (Windows.ApplicationModel.Contacts.Contact c in contacts) { await new Windows.UI.Popups.MessageDialog(c.FirstName + "" - "" + c.LastName + ""\n"" + c.Id).ShowAsync(); } } In Windows 8.1 the field LastName is always empty and the field FirstName also contains LastName.""",0
1935,1461_1,"""I'm sure fixing the phone is easiest, fastest and cheapest!""",0
1936,757_1,"""Thanks and keep up the good work with Windows Phone!""",0
1937,2368,"""Say I have 100 objects to draw.""",0
1938,2437,"""How to use this control as drag and drop item between treeviews.""",0
1939,0_1623,"""I cannot login to my Feedly account using Windows 10 Microsoft Edge, even after deleting all cookies etc.	""",0
1940,812_4,"""Windows Phone Support team can simply refuse further communication and everything stops there.""",0
1941,2769,"""I dont know is this is a Security norm from Microsoft to not allow outside settings finguer detection ?!""",0
1942,4535,"""Neither is ideal.""",0
1943,685_4,"""It used to be good on 7.8.""",0
1944,1352_1,"""Type multiple number with semi colon separated : For example : 1234;5678;9012; 2.)""",0
1945,1403,Now client wants to allow opening and visualizing multiple files which would have been easy with Win32 (just launch another instance).,0
1946,0_448,"""Some (all?)""",0
1947,1361,It's a control carryover from as far back as W95 & W98 ...... Linux & Mac system systems have never had this issue,0
1948,289,"""As a developer I create submissions for my apps.""",0
1949,694_4,"""VS2013 could create those folders in each project and bring in the classes (pages and user controls) from the original project.""",0
1950,1219_1,"""Also, having a ShowContactTask would allow me to give my user a quick shortcut to post a message on Twitter or Facebook without having to implement those SDKs (especially___ more""",0
1951,928_1,"""I completely understand the need for restrictions on background processing to help preserve battery life and responsiveness, but Windows Phone is currently too restrictive.""",0
1952,0_647,"""If the point is outside, we have to divide the result by RawPixelsPerViewPixel.""",0
1953,2184,Having a safe-area within a media element's transport controls when not full-screen is definitely a bug.,0
1954,834_15,"""Please try again after a few minutes"" in Firefox.""",0
1955,884_4,"""=[""",0
1956,2534,When the Japanese IME is ON inserting a character into the WinForm Richtext Editor and the MS Word will apply the font style of the left character.,0
1957,1713_10,"""all app made by Edutainment 4u)Those are rubbish!!""",0
1958,0_2098,"""For solid users/sharing, often categories are organized by priority/tier or other purpose, not what makes most sense for social sharing and assigning tags to a specific feed.	""",0
1959,1741_3,"""The same could be implemented in the Windows Phone so that developer can use it hassle free.""",0
1960,2227,We are looking to change the way our HLS streams are generated and Windows seems to be one of the few platforms that doesn't support playing these type of streams.,0
1961,3592,"""I'm currently working on a clock control for my UWP todo-list app 2Day (www.2day-app.com).""",0
1962,1441_1,"""import videos.""",0
1963,748_1,"""It is more convenient to go with swiping gestures is more fun being with than the tap method.""",0
1964,0_2041,"""I can't find any way to configure Pocket to use Google Auth.""",0
1965,0_753,"""Will it be included?""",0
1966,2605,"""A pseudo-fix is demonstrated with the third CommandBar in the BottomAppBar: if the CommandBar.RequestedTheme property is explicity set to Light the MenuFlyoutPresenter will have a grayish background that isn't ideal but makesâ¦ more""",0
1967,0_662,"""If we have a form in a scrollviewer and a textbox recieves focus then the page translates.Instead of that the page size should become smaller and the user shouldbe able to scroll all the fields even when the page is open.





This can be seen in settings page.





Start typing something in the search tab and try to scroll to the bottom most element while the inputpane is open, you cant see the last element.""""""""",0
1968,965_1,"""The idea of background agents expiring if they have not been 're-initialized' in two weeks makes sense.""",0
1969,1518_1,"""In the .NET Full Framework, we would use a .config file to make Assembly Binding Redirection (normally, we would point all versions of A to its most recent version), but this is not possible right___ more""",0
1970,2537,"""I moved from Saudi Arabia to Egypt and I can't add my new bank account in Egypt because country in account is Saudi Arabia""",0
1971,2471,This is what I am currently using,0
1972,4078,"""Is there a process in place for gaining downloaders email addresses?""",0
1973,3708,"""With apps increasingly going the encrypted route our app (EarTrumpet) is finding it harder and harder to retrieve the running appx app's current application icon (i.e.""",0
1974,3630,"""I'm using the TreeView of your official samples on https://github.com/Microsoft/Windows-universal-samples/tree/dev/Samples/XamlTreeView.""",0
1975,3763,"""It might be necessary to ensure the downloaded base images are not corrupted and it would be very nice for you to provide them.""",0
1976,0_453,"""The more complex an API feature the less likely there'll be useful documentation on how to use it or how it behaves.""",0
1977,0_815,"""Business case: Home and enterprise users would most likely pay for an application that will control behavior of ringer volume and notifications based on geographic location.""",0
1978,687_18,"""if I catch a generic Exception, obtain this exception message: Object reference not set to an istance of an object in row : LiveLoginResult result = await authClient.LoginAsync(new string[] { ""wl.signin"", ""wl.skydrive"" }); but authClient is not null.""",0
1979,0_891,"""This was a braking change since the old Windows Phone Store did not have this kind of limitation.""",0
1980,0_470,"""We all have to use BackgroundMediaPlayer if we want the audio to continue even when the app is minimized.""",0
1981,812,"""Now I have a painful regime of monkey motion to go through to test them one by one (even with binary search it's going to be painful).""",0
1982,1245_1,"""After the 7.5 to 7.8 update I was so thankful that the arrow icon (the arrow that takes you to the apps page even though you can just swipe the page!!)""",0
1983,837_11,"""I hope you like the idea,i bet many people would like to have spinning earth,wind blowing,river streaming,waterfalls,etc on their lockscreen.""",0
1984,522,After a trial has expired the expiration date is set to:,0
1985,1744_4,"""The ability to give a contact to another WP7 user is of value, especially between me and my wife.""",0
1986,0_729,"""Those apps are as good as useless to consumers (cheap website wrappers etc.) and still have dozens of maximum ratings shortly after being released.""",0
1987,2529, As its very inconvenient to have to wait for 5 business days to have a response and you may need to have your app on the store in less time depending on an urgency which I have due to needing to have my app passed for one of my love ones who have passed away.,0
1988,837_10,"""You get to choose what video you like and it plays over and over again,the trick is to not notice the end and the start of the video,easiest to do on waterfall videos...""",0
1989,1800_8,"""It should be able to recur but to save battery it could be limited to daily.""",0
1990,1703_1,"""AppHub _______________________________________________________________________________________________________________________________________________________________________________ ______ Nel __________________________________________ 3.6 Adult Related Contents ______________________________________________________ XAP _______________________________________________ _________________________________________________________________________________________________________________________________________________________________________________________""",0
1991,1030_1,"""We need to share all our data from our mobile phone or SD card, so we need a file manager on WP...""",0
1992,967_8,"""In The Class Of Microsoft.Phone.Scheduler.ScheduledTask, there are property BeginTime As Date, but it is not supported!""",0
1993,2171,Page has no more safe area BUT on the transport controls have suddenly the safe area even though the media player is part WITHIN the page.,0
1994,1008_9,"""i have an computer with window 8 pro...32bit.... and an windows 8 phone but u are not providing an app that links both i.e i want sdk-8 compatible with 32bit operating system the sdk-8 software u provide only works in 64bit systems""",0
1995,2758,With SSDs and faster processors boot up is often times only a second sometimes less.,0
1996,576,See console cpp/winrt sample code here:,0
1997,1925,"""actual implementing an selection of file or folder in UWP (how easy but stupid)""",0
1998,7588,Currently need to generate a bitmap image which not works well for list etc,0
1999,2015,It limits the use case of MasterView.,0
2000,1283_1,"""The Windows RT simulator lets you emulate multitouch interaction by exploiting the use of the mouse wheel.""",0
2001,663,"""Unfortunately most of it is undocumented and does not seem to be stabilized (2018 Spring Update for instance changed IApplicationView's CLSID so apps using it stopped working).""",0
2002,0_611,"""An example https://www.windowsphone.com/en-us/store/search?q=fb+pages+manager+pro Searching for the app fullname appears a bunch of junk and unrelated apps first and only after the actual app with the search terms...""""",0
2003,4108,"""Currently I am prohibited from extending and overridding various methods (in my case those concerning Navigation).""",0
2004,0_841,"""and put it onto the description field for Japanese for example) For my app I have it in about 36 language/Country descriptions which is a big task to handle.""",0
2005,1222_3,"""I later found that the original submission had also been successful, even though it had hung, so that there were now two duplicate submissions in ""Processing Certification"" with slightly different aliases.""",0
2006,2853,"""ApplicationView.SuppressSystemOverlays has been deprecated for a while and the warning message says use TryEnterFullScreenMode instead.""",0
2007,646,"""This issue has been many times on stack overflow but its still answered.""",0
2008,2363,Once you start working on WebGL 2 in MS Edge you will notice that you will encounter the same problem because in GLES3/WebGL2 it's legal to read from the depth texture while it's bound to the FBO and you will have to do checks for each draw call if depth stencil view needs to be changed to have D3D11_DSV_READ_ONLY_DEPTH or no.,0
2009,0_2023,"""So prey make it clear that this functionality does not exist or tell us how to import a and OPML list?""""",0
2010,620,In our UWP app there is a ListView and it uses ISupportIncrementalLoading as a DataSource.,0
2011,0_784,"""They said that use commerce.microsoft.com instead of formal invoice.""",0
2012,1232_2,"""It takes a lot of time.""",0
2013,1359_5,"""It was a great idea, and i'm sad to see it go with the Zune HD and not move over to Windows Phone""",0
2014,2427,I found a similar suggestion made back in 2011 which was closed when the certification expectation time was lowered to three days.,0
2015,2960,"""Native support of SVG animation with SMIL inside XAML for Beautiful and Responsive UI and Hardware acceleration backend on OpenGL/Direct3D/Vulkan/Metal.""",0
2016,1400_5,"""It needs to be and integrated part of the phones functionality, that is why I put it in Framework.""",0
2017,210,"""The Windows Bridge does not create a correct output files.""",0
2018,0_73,"""Without that, we have no means to wrap our own tooling to launch and install built apps to the emulator.""",0
2019,800_1,"""What are the things went wrong, rather than saying your app failing on 2.11 (it's generic message) will be no use, as the app is already developed reading these policies and with the understanding of these policies.""",0
2020,456,"""Side loadable release builds are also starting and working on our build and test machines""",0
2021,1127,"""In my enterprise application basically a sales and purchase application.""",0
2022,0_1768,"""Footnote popovers, as used on many popular blogs and Wikipedia, display the footnote itself within a pop-up bar or text bubble right next to the main article text it relates to.""",0
2023,2542,Is there a way to utilize the Windows Universal C RTL SDK withOUT Visual Studio?,0
2024,1810_1,"""These are valid only on the device on which they were created, so the only phone you'd brick would be your dev-unlocked own.""",0
2025,1714_4,"""iOS_____________________________________________________________________________________________________________________________________ ____________________________________________________________________________________________________________________________________________________________________________________________________Ç__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________""",0
2026,967_12,"""Currently an evaluation which Downloads were billed at which Price is not possible.""",0
2027,0_1787,"""This will allow bulk importing of """"saved for later"""" items into tools like pinboard.in""""",0
2028,2836,I haven't found any possible way to do that so I assume it doesn't exist currently.,0
2029,911,"""He wants to debug his game real time but the emulator is a pain to deal with forces and gps etc.""",0
2030,667_2,"""This in driving mode activated.""",0
2031,1894,It can be used between UWP apps but not in Windows Explorer which really is a shame.,0
2032,1304_12,"""VPN !!!""",0
2033,0_2132,"""I started using a new Chrome app called Hacker Vision.	""",0
2034,1692,"""In the Health page of Dev Center analytics crashes and hangs can be filtered by OS version (RTM150715111607 etc.).""",0
2035,1050,"""For now we have no option but to re-build the app to a non-Microsoft environment.""",0
2036,1741_6,"""Thanks Since the ""Screen times out after"" option has the maximum time for only 5 minute and as a consumer perspective it's okay, but for a developer this feature is very annoying when we debug our apps on the device and the Visual Studio shows the message like: ""The application could not be launched for debugging.""",0
2037,1570_2,"""Is it a good idea ?""",0
2038,818_1,"""Enterprise which will be the one that we have today and a basic version will be more flexible, more open for users and developers""",0
2039,0_1793,"""There is no option to open the link directly in the browser (safari or -in my case - chrome).""",0
2040,0_851,"""XAML apps need the ability to create text effects on the TextBlock and other text elements.





This is a standard feature for other platforms.





On Android you place it directly in the markup*.





This feature was planned for WP7 but was removed for RTM**.





It's been over four years since that post from Shawn Oster, it's time to get this into the platform.""""",0
2041,1816_1,"""Surely the design ideology was that the hardware search button was context sensitive.""",0
2042,2111,"""Compact overlay window is always shown at the right-top corner.""",0
2043,967_1,"""When it will be fixed?""",0
2044,2664,I would have expected that this would be the way to start but there is no ECDH possible in https://msdn.microsoft.com/en-us/library/windows/apps/windows.security.cryptography.core.asymmetricalgorithmnames,0
2045,6780,So would be great if Microsoft things in this way also.,0
2046,774,We use MediaComposition to generate thumbnails for mp4 video files.,0
2047,0_2160,"""There appears to be a current bug with the android app and the Evernote integration.	""",0
2048,0_179,"""When an error occurs it happens a lot that exception.StackTrace is null (in the App UnhandledException handler for instance).""",0
2049,485,Unfortunately the build infrastructure of Microsoft which is used for the UWP certification process (at least for our targeted OS version: Windows 10 falls creators update) uses the buggy version of the SupportedAPIs-x?,0
2050,939_1,"""I can upload the smaller promotional images fine, but the larger sceenshot pngs will not upload.""",0
2051,1681_1,"""___________ __________zune____________ ________________________ ____________ ________________________ ______________Ç______ ____________ __________________________ __________________________________ __________________________________ ___________________________________ ___________________________________________________ ______________________________ ____________________________________ _______î__________ ______________________________________________ ____________ ____________ _________""",0
2052,1014,"""I am considering future options for puchasing devices.""",0
2053,966_1,"""However, in some scenarios they do not make sense.""",0
2054,1741_2,"""Like other platforms are having the option for ""USB Debugging"".""",0
2055,1456_2,"""It plays a big role in education, helping visually impaired etc.""",0
2056,1552_5,"""I have a specific app idea that won't work without this.""",0
2057,2716,If it's add the components don't loop all the,0
2058,1669,"""This means the UI looks squished when compare to a desktop screen of a similar resolution (1280x720).""",0
2059,1806_2,"""They could actually purchase apps on the Marketplace and use them.""",0
2060,1554,Don't know if it is a specific number of devices that currently this feature works.,0
2061,896_19,"""Not all of us are the Instagrams of the world and depend on each and every ratings we can get.""",0
2062,858_4,"""Even if fallbacks had to be kept around to support other platforms that didn't allow unsafe code, enabling unsafe code on the phone would allow it to use the same efficient implementations as the PC.""",0
2063,1504_3,"""I am using a open source API called OpenStack Storage (http://openstack.org/projects/storage/) that requires passing empty headers to remove certain custom metadata entries.""",0
2064,1558_12,"""These are only my suggestions, there may be smarter ways to achieve this, but in the end, the current functionallity is pointless.""",0
2065,706,I'm using a tablet with Win 10 Pro build 1709,0
2066,0_1463,"""And all of them have the same problem when trying to log into Feedly.""",0
2067,1341,It currently only supports octet-stream.,0
2068,480,"""The problem here was that for some VS releases the âC:\Program Files (x86)\Windows Kits\10\App Certification Kit\SupportedAPIs-x?""",0
2069,1006_5,"""I tried everything, then used system restore to restore to the previous restore point, that___ more""",0
2070,719,It might be placed in a MenuFlyout in a Button in a AppBarButton.,0
2071,879_5,"""But then what is the point of the SD card, if the developer is restricted to the phone's internal memory...""",0
2072,4308,"""Currently document() function is disabled.""",0
2073,2182,"""Nevertheless I would expect a less hacky solution.""",0
2074,1741_11,"""Hugs from Brazil.""",0
2075,1842_2,"""Please do help me on this so that I can upload another new game in the store itself.""",0
2076,1333_1,"""in window mobile open an endroid market.""",0
2077,820_2,"""Or don't make these objects sealed, so that we can add the needed functionality ourselves.""",0
2078,1050,For now we have no option but to re-build the app to a non-Microsoft environment.,0
2079,1716,"""PowerShell Stack Trace:""",0
2080,857_11,"""On the other hand, if my goal is as much common code as possible, I'm forced to use the suboptimal lowest common denominator, crippling all of the other platforms.""",0
2081,599,broadFileSystemAccess works when min version = 15036.,0
2082,4528,"""Right now RichEditBox only supports input and output in RTF format.""",0
2083,0_1746,"""I understand that offline support is being worked on and can't wait to use that functionality, however since Google Reader is shutting down within weeks, and BYLINE reader is the ONLY offline reader currently available for commuters, it would be fantastic if you could work together... """,0
2084,0_1730,"""Anyway, the most important feature is to find the simplest way to transfer money from article-readers to article-authors.""",0
2085,663_3,"""Please enable removing language code from the Dev Center ""language history"" For example if you ever selected ""ru"" and ""ru-ru"" laguages and you published this xap to the Store then it causes Tile localization to show the en-us(default) tile localization which is bad.""",1
2086,665_2,"""It should be an option to remove the ""ru"" language code from my app 'language History' or an option to completly replace: Fully replace the prevoius(es) xap(s).""",1
2087,665_8,"""Provide a workaround for removing the ""ru"" language from the language history (I have no need for ""ru"" culture just for ""ru-ru"", but there is no way to remove ""ru"" from the language history if you ever posted your app with ""ru"" language support) 2.""",1
2088,665_9,"""Or add and implement an AppResLib.dll.xxxx.mui for the ""ru"" language culture In the documentation AppResLib.dll.xxxx.mui exist only for ""ru-ru"" and not for ""ru"" culture: http://msdn.microsoft.com/en-us/library/windowsphone/develop/ff967550(v=vs.105).aspx Thanks, Tom Please enable removing language code from the Dev Center ""language history"" For example if you ever selected ""ru"" and ""ru-ru"" laguages and you published this xap to the Store then it causes Tile localization to show the en-us(default) tile localization which is bad.""",1
2089,668_1,"""I always use this feature, please fix ASAP.""",1
2090,669_1,"""Its getting annoying.Please fix this.""",1
2091,672_3,"""Please allow windows phone 8.1 file/folder picker to have access to onedrive and store the location in futureaccesslist.""",1
2092,673_1,"""Also, please allow onedrive folder to be stored locally like winrt.""",1
2093,674_2,"""This needs fixing as a number 1 priority.""",1
2094,674_3,"""It would be nice to give developers the option put a payment on hold when they reach the appropriate threshold and have the option to put it on top of the next due payment when they reach the threshold after that.""",1
2095,676_7,"""Please remove that validation or validate according with my tax plan and not my country in the account.""",1
2096,680_2,"""Please bring back the simplicity and efficiency of Windows Phone!""",1
2097,680_3,"""While I was building a web application, I've noticed that single page applications with this url: http://www.contoso.com/!#/ will display blank page and only a refresh will load the page again can you please check that?""",1
2098,680_4,"""It would be great if you would add a RemoteId to the calendars.""",1
2099,681_6,"""Please add these properties so that we can support image tiling properly.""",1
2100,681_9,"""The Lockscreen text attribute should be separated out from Tile attributes.""",1
2101,684_1,"""What I want is the ability to record those alongside system-provided ETW events, so that I can see how my code's activity fits in with system behaviour.""",1
2102,684_3,"""Please get back the old OneDrive integration to windows phone 8.1.""",1
2103,687_2,"""Moreover, it's better to have read-only API for phone call history, so developer can help to make better phone call related app like Android.""",1
2104,687_4,"""Allow the messaging application to join in the default messaging application (Hub Message) for full interaction.""",1
2105,687_7,"""We need Windows Phone to synchronize its clock via the internet.""",1
2106,687_9,"""Include an API to add, remove, deactivate tracking protection lists (TPL), to further drive down data usage, enable selective protection against rogue sites tracking, and just having a sense of control.""",1
2107,687_11,"""Provide more help with understand text that coming from cortanan.""",1
2108,690_3,"""Please cant we have an option in the WPAppManifest file to untick ""fast resume"" and allow WP8.1 apps to not run in fast resume mode just like in WP8?""",1
2109,691_3,"""Allow NFC capable Windows Phones to pay from the Wallet app using NFC at locations where card readers support it.""",1
2110,691_7,"""Developers need create/edit document from Windows Store Apps.""",1
2111,693_1,"""Provide access to CPU & GPU data in C#""",1
2112,693_8,"""So please provide the low-level reading/writing functionality for NFC devices already in the field.""",1
2113,694_2,"""Please remove the cert process for these and allow them to be added *instantly*""",1
2114,697_1,"""That could be automatic too.""",1
